"下着/肌着",30
"パジャマ",30
"ロンパース",30
"その他",30
"トップス",31
"アウター",31
"パンツ",31
"おくるみ",31
"下着/肌着",31
"パジャマ",31
"ロンパース",31
"その他",31
"コート",32
"ジャケット/上着",32
"トップス(Tシャツ/カットソー)",32
"トップス(トレーナー)",32
"トップス(チュニック)",32
"トップス(タンクトップ)",32
"トップス(その他)",32
"スカート",32
"パンツ",32
"ワンピース",32
"セットアップ",32
"パジャマ",32
"フォーマル/ドレス",32
"和服",32
"コート",33
"ジャケット/上着",33
"トップス(Tシャツ/カットソー)",33
"トップス(トレーナー)",33
"トップス(その他)",33
"パンツ",33
"セットアップ",33
"パジャマ",33
"フォーマル/ドレス",33
"和服",33
"浴衣",33
"甚平",33
"水着",33
"その他",33
"コート",34
"ジャケット/上着",34
"トップス(Tシャツ/カットソー)",34
"トップス(トレーナー)",34
"トップス(その他)",34
"ボトムス",34
"パジャマ",34
"その他",34
"スニーカー",35
"サンダル",35
"ブーツ",35
"長靴",35
"その他",35
"靴下/スパッツ",36
"帽子",36
"エプロン",36
"サスペンダー",36
"タイツ",36
"ハンカチ",36
"バンダナ",36
"ベルト",36
"マフラー",36
"傘",36
"手袋",36
"スタイ",36
"バッグ",36
"その他",36
"おむつ用品",37
"おまる/補助便座",37
"トレーニングパンツ",37
"ベビーバス",37
"お風呂用品",37
"その他",37
"ベビーカー",38
"抱っこひも/スリング",38
"チャイルドシート",38
"その他",38
"ミルク",39
"ベビーフード",39
"ベビー用食器",39
"その他",39
"ベッド",40
"布団/毛布",40
"イス",40
"たんす",40
"その他",40
"おふろのおもちゃ",41
"がらがら",41
"オルゴール",41
"ベビージム",41
"手押し車/カタカタ",41
"知育玩具",41
"その他",41
"お宮参り用品",42
"お食い初め用品",42
"アルバム",42
"手形/足形",42
"その他",42
"食器",43
"調理器具",43
"収納/キッチン雑貨",43
"弁当用品",43
"カトラリー(スプーン等)",43
"テーブル用品",43
"容器",43
"エプロン",43
"アルコールグッズ",43
"浄水機",43
"その他",43
"セミシングルベッド",44
"シングルベッド",44
"セミダブルベッド",44
"ダブルベッド",44
"ワイドダブルベッド",44
"クイーンベッド",44
"キングベッド",44
"脚付きマットレスベッド",44
"マットレス",44
"すのこベッド",44
"ロフトベッド/システムベッド",44
"簡易ベッド/折りたたみベッド",44
"収納付き",44
"その他",44
"ソファセット",45
"シングルソファ",45
"ラブソファ",45
"トリプルソファ",45
"オットマン",45
"コーナーソファ",45
"ビーズソファ/クッションソファ",45
"ローソファ/フロアソファ",45
"ソファベッド",45
"応接セット",45
"ソファカバー",45
"リクライニングソファ",45
"その他",45
"一般",46
"スツール",46
"ダイニングチェア",46
"ハイバックチェア",46
"ロッキングチェア",46
"座椅子",46
"折り畳みイス",46
"デスクチェア",46
"その他",46
"こたつ",47
"カウンターテーブル",47
"サイドテーブル",47
"センターテーブル",47
"ダイニングテーブル",47
"座卓/ちゃぶ台",47
"アウトドア用",47
"パソコン用",47
"事務机/学習机",47
"その他",47
"リビング収納",48
"キッチン収納",48
"玄関/屋外収納",48
"バス/トイレ収納",48
"本収納",48
"本/CD/DVD収納",48
"洋服タンス/押入れ収納",48
"電話台/ファックス台",48
"ドレッサー/鏡台",48
"棚/ラック",48
"ケース/ボックス",48
"その他",48
"ラグ",49
"カーペット",49
"ホットカーペット",49
"玄関/キッチンマット",49
"トイレ/バスマット",49
"その他",49
"カーテン",50
"ブラインド",50
"ロールスクリーン",50
"のれん",50
"その他",50
"蛍光灯/電球",51
"天井照明",51
"フロアスタンド",51
"その他",51
"布団/毛布",52
"枕",52
"シーツ/カバー",52
"その他",52
"ごみ箱",53
"ウェルカムボード",53
"オルゴール",53
"クッション",53
"クッションカバー",53
"スリッパラック",53
"ティッシュボックス",53
"バスケット/かご",53
"フォトフレーム",53
"マガジンラック",53
"モビール",53
"花瓶",53
"灰皿",53
"傘立て",53
"正月",54
"成人式",54
"バレンタインデー",54
"ひな祭り",54
"子どもの日",54
"母の日",54
"父の日",54
"サマーギフト/お中元",54
"夏/夏休み",54
"ハロウィン",54
"敬老の日",54
"七五三",54
"お歳暮",54
"クリスマス",54
"文学/小説",56
"人文/社会",56
"ノンフィクション/教養",56
"地図/旅行ガイド",56
"ビジネス/経済",56
"健康/医学",56
"コンピュータ/IT",56
"趣味/スポーツ/実用",56
"住まい/暮らし/子育て",56
"アート/エンタメ",56
"洋書",56
"絵本",56
"参考書",56
"その他",56
"全巻セット",57
"少年漫画",57
"少女漫画",57
"青年漫画",57
"女性漫画",57
"同人誌",57
"その他",57
"アート/エンタメ/ホビー",58
"ファッション",58
"ニュース/総合",58
"趣味/スポーツ",58
"その他",58
"邦楽",59
"洋楽",59
"アニメ",59
"クラシック",59
"K-POP/アジア",59
"キッズ/ファミリー",59
"その他",59
"外国映画",60
"日本映画",60
"アニメ",60
"TVドラマ",60
"ミュージック",60
"お笑い/バラエティ",60
"スポーツ/フィットネス",60
"キッズ/ファミリー",60
"その他",60
"邦楽",61
"洋楽",61
"その他",61
"家庭用ゲーム本体",62
"家庭用ゲームソフト",62
"携帯用ゲーム本体",62
"携帯用ゲームソフト",62
"PCゲーム",62
"その他",62
"キャラクターグッズ",63
"ぬいぐるみ",63
"小物/アクセサリー",63
"模型/プラモデル",63
"ミニカー",63
"トイラジコン",63
"プラモデル",63
"ホビーラジコン",63
"鉄道模型",63
"その他",63
"アイドル",64
"ミュージシャン",64
"タレント/お笑い芸人",64
"スポーツ選手",64
"その他",64
"ストラップ",65
"キーホルダー",65
"バッジ",65
"カード",65
"クリアファイル",65
"ポスター",65
"タオル",65
"その他",65
"遊戯王",66
"マジック：ザ・ギャザリング",66
"ポケモンカードゲーム",66
"デュエルマスターズ",66
"バトルスピリッツ",66
"プリパラ",66
"アイカツ",66
"カードファイト!! ヴァンガード",66
"ヴァイスシュヴァルツ",66
"プロ野球オーナーズリーグ",66
"ベースボールヒーローズ",66
"ドラゴンボール",66
"スリーブ",66
"その他",66
"コミック/アニメ",67
"特撮",67
"ゲームキャラクター",67
"SF/ファンタジー/ホラー",67
"アメコミ",67
"スポーツ",67
"ミリタリー",67
"その他",67
"エレキギター",68
"アコースティックギター",68
"ベース",68
"エフェクター",68
"アンプ",68
"弦楽器",68
"管楽器",68
"鍵盤楽器",68
"打楽器",68
"和楽器",68
"楽譜/スコア",68
"レコーディング/PA機器",68
"DJ機器",68
"DTM/DAW",68
"武具",69
"切手/官製はがき",69
"貨幣/金貨/銀貨/記念硬貨",69
"印刷物",69
"ノベルティグッズ",69
"その他",69
"トイガン",70
"個人装備",70
"その他",70
"陶芸",71
"ガラス",71
"漆芸",71
"金属工芸",71
"絵画/タペストリ",71
"版画",71
"彫刻/オブジェクト",71
"書",71
"写真",71
"その他",71
"画材",72
"額縁",72
"その他",72
"トランプ/UNO",73
"カルタ/百人一首",73
"ダーツ",73
"ビリヤード",73
"麻雀",73
"パズル/ジグソーパズル",73
"囲碁/将棋",73
"オセロ/チェス",73
"人生ゲーム",73
"野球/サッカーゲーム",73
"スポーツ",73
"三輪車/乗り物",73
"ヨーヨー",73
"模型製作用品",73
"ファンデーション",74
"化粧下地",74
"コントロールカラー",74
"BBクリーム",74
"CCクリーム",74
"コンシーラー",74
"フェイスパウダー",74
"トライアルセット/サンプル",74
"その他",74
"アイシャドウ",75
"口紅",75
"リップグロス",75
"リップライナー",75
"チーク",75
"フェイスカラー",75
"マスカラ",75
"アイライナー",75
"つけまつげ",75
"アイブロウペンシル",75
"パウダーアイブロウ",75
"眉マスカラ",75
"トライアルセット/サンプル",75
"メイク道具/化粧小物",75
"ネイルカラー",76
"カラージェル",76
"ネイルベースコート/トップコート",76
"ネイルアート用品",76
"ネイルパーツ",76
"ネイルチップ/付け爪",76
"手入れ用具",76
"除光液",76
"その他",76
"香水(女性用)",77
"香水(男性用)",77
"ユニセックス",77
"ボディミスト",77
"その他",77
"化粧水/ローション",78
"乳液/ミルク",78
"美容液",78
"フェイスクリーム",78
"洗顔料",78
"クレンジング/メイク落とし",78
"パック/フェイスマスク",78
"ジェル/ゲル",78
"ブースター/導入液",78
"アイケア",78
"リップケア",78
"トライアルセット/サンプル",78
"洗顔グッズ",78
"その他",78
"シャンプー",79
"トリートメント",79
"コンディショナー",79
"リンス",79
"スタイリング剤",79
"カラーリング剤",79
"ブラシ",79
"その他",79
"オイル/クリーム",80
"ハンドクリーム",80
"ローション",80
"日焼け止め/サンオイル",80
"ボディソープ",80
"入浴剤",80
"制汗/デオドラント",80
"フットケア",80
"その他",80
"口臭防止/エチケット用品",81
"歯ブラシ",81
"その他",81
"エッセンシャルオイル",82
"芳香器",82
"お香/香炉",82
"キャンドル",82
"その他",82
"ダイエット食品",83
"エクササイズ用品",83
"体重計",83
"体脂肪計",83
"その他",83
"健康用品",84
"看護/介護用品",84
"救急/衛生用品",84
"その他",84
"スマートフォン本体",85
"バッテリー/充電器",85
"携帯電話本体",85
"PHS本体",85
"その他",85
"Android用ケース",86
"iPhone用ケース",86
"カバー",86
"イヤホンジャック",86
"ストラップ",86
"フィルム",86
"自撮り棒",86
"その他",86
"タブレット",87
"ノートPC",87
"デスクトップ型PC",87
"ディスプレイ",87
"電子ブックリーダー",87
"PC周辺機器",87
"PCパーツ",87
"その他",87
"デジタルカメラ",88
"ビデオカメラ",88
"レンズ(単焦点)",88
"レンズ(ズーム)",88
"フィルムカメラ",88
"防犯カメラ",88
"その他",88
"テレビ",89
"プロジェクター",89
"ブルーレイレコーダー",89
"DVDレコーダー",89
"ブルーレイプレーヤー",89
"DVDプレーヤー",89
"映像用ケーブル",89
"その他",89
"ポータブルプレーヤー",90
"イヤフォン",90
"ヘッドフォン",90
"アンプ",90
"スピーカー",90
"ケーブル/シールド",90
"ラジオ",90
"その他",90
"ヘアドライヤー",91
"ヘアアイロン",91
"美容機器",91
"マッサージ機",91
"電気シェーバー",91
"電動歯ブラシ",91
"その他",91
"エアコン",92
"空気清浄器",92
"加湿器",92
"扇風機",92
"除湿機",92
"ファンヒーター",92
"電気ヒーター",92
"オイルヒーター",92
"ストーブ",92
"ホットカーペット",92
"こたつ",92
"電気毛布",92
"その他",92
"冷蔵庫",93
"洗濯機",93
"炊飯器",93
"電子レンジ/オーブン",93
"調理機器",93
"アイロン",93
"掃除機",93
"エスプレッソマシン",93
"コーヒーメーカー",93
"衣類乾燥機",93
"その他",93
"その他",94
"クラブ",95
"ウエア(男性用)",95
"ウエア(女性用)",95
"バッグ",95
"シューズ(男性用)",95
"シューズ(女性用)",95
"アクセサリー",95
"その他",95
"ロッド",96
"リール",96
"ルアー用品",96
"ウエア",96
"釣り糸/ライン",96
"その他",96
"自転車本体",97
"ウエア",97
"パーツ",97
"アクセサリー",97
"バッグ",97
"工具/メンテナンス",97
"その他",97
"ランニング",98
"ウォーキング",98
"ヨガ",98
"トレーニング用品",98
"その他",98
"ウェア",99
"シューズ",99
"グローブ",99
"バット",99
"アクセサリー",99
"防具",99
"練習機器",99
"記念グッズ",99
"応援グッズ",99
"その他",99
"ウェア",100
"シューズ",100
"ボール",100
"アクセサリー",100
"記念グッズ",100
"応援グッズ",100
"その他",100
"ラケット(硬式用)",101
"ラケット(軟式用)",101
"ウェア",101
"シューズ",101
"ボール",101
"アクセサリー",101
"記念グッズ",101
"応援グッズ",101
"その他",101
"ボード",102
"バインディング",102
"ブーツ(男性用)",102
"ブーツ(女性用)",102
"ブーツ(子ども用)",102
"ウエア/装備(男性用)",102
"ウエア/装備(女性用)",102
"ウエア/装備(子ども用)",102
"アクセサリー",102
"バッグ",102
"その他",102
"板",103
"ブーツ(男性用)",103
"ブーツ(女性用)",103
"ブーツ(子ども用)",103
"ビンディング",103
"ウエア(男性用)",103
"ウエア(女性用)",103
"ウエア(子ども用)",103
"ストック",103
"その他",103
"ダンス/バレエ",104
"サーフィン",104
"バスケットボール",104
"バドミントン",104
"バレーボール",104
"スケートボード",104
"陸上競技",104
"ラグビー",104
"アメリカンフットボール",104
"ボクシング",104
"ボウリング",104
"その他",104
"テント/タープ",105
"ライト/ランタン",105
"寝袋/寝具",105
"テーブル/チェア",105
"ストーブ/コンロ",105
"調理器具",105
"食器",105
"登山用品",105
"その他",105
"旅行用品",106
"その他",106
"ピアス",107
"イヤリング",107
"ネックレス",107
"ブレスレット",107
"リング",107
"チャーム",107
"ヘアゴム",107
"アンクレット",107
"その他",107
"バッグ(女性用)",108
"バッグ(男性用)",108
"財布(女性用)",108
"財布(男性用)",108
"ファッション雑貨",108
"その他",108
"アクセサリー(男性用)",109
"時計(女性用)",109
"時計(男性用)",109
"その他",109
"キッチン用品",110
"家具",110
"文房具",110
"アート/写真",110
"アロマ/キャンドル",110
"フラワー/ガーデン",110
"その他",110
"クラフト/布製品",111
"おもちゃ/人形",111
"その他",111
"ファッション雑貨",112
"スタイ/よだれかけ",112
"外出用品",112
"ネームタグ",112
"その他",112
"各種パーツ",113
"生地/糸",113
"型紙/パターン",113
"その他",113
"Ingress",114
"クリエイターズ宇宙兄弟",114
"ミリシタ周年",114
"男性アイドル",116
"女性アイドル",116
"韓流",116
"国内アーティスト",116
"海外アーティスト",116
"音楽フェス",116
"声優/アニメ",116
"その他",116
"サッカー",117
"野球",117
"テニス",117
"格闘技/プロレス",117
"相撲/武道",117
"ゴルフ",117
"バレーボール",117
"バスケットボール",117
"モータースポーツ",117
"ウィンタースポーツ",117
"その他",117
"ミュージカル",118
"演劇",118
"伝統芸能",118
"落語",118
"お笑い",118
"オペラ",118
"サーカス",118
"バレエ",118
"その他",118
"声優/アニメ",119
"キッズ/ファミリー",119
"トークショー/講演会",119
"その他",119
"邦画",120
"洋画",120
"その他",120
"遊園地/テーマパーク",121
"美術館/博物館",121
"スキー場",121
"ゴルフ場",121
"フィットネスクラブ",121
"プール",121
"ボウリング場",121
"水族館",121
"動物園",121
"その他",121
"ショッピング",122
"レストラン/食事券",122
"フード/ドリンク券",122
"宿泊券",122
"その他",122
"国内自動車本体",124
"外国自動車本体",124
"タイヤ/ホイールセット",125
"タイヤ",125
"ホイール",125
"その他",125
"サスペンション",126
"ブレーキ",126
"外装",126
"ライト",126
"内装品",126
"ステアリング",126
"マフラー・排気系",126
"エンジン",126
"クラッチ",126
"電装品",126
"補強パーツ",126
"汎用パーツ",126
"外国自動車用パーツ",126
"その他",126
"車内アクセサリー",127
"カーナビ",127
"カーオーディオ",127
"車外アクセサリー",127
"メンテナンス用品",127
"チャイルドシート",127
"ドライブレコーダー",127
"レーダー探知機",127
"カタログ/マニュアル",127
"セキュリティ",127
"ETC",127
"その他",127
"タイヤ",129
"マフラー",129
"エンジン",129
"カウル",129
"サスペンション",129
"ホイール",129
"シート",129
"ブレーキ",129
"タンク",129
"ライト",129
"チェーン",129
"メーター",129
"電装系",129
"ミラー",129
"ヘルメット/シールド",130
"バイクウエア/装備",130
"アクセサリー",130
"メンテナンス",130
"カタログ/マニュアル",130
"その他",130
"ペットフード",132
"犬用品",132
"猫用品",132
"魚用品/水草",132
"小動物用品",132
"爬虫類/両生類用品",132
"かご/おり",132
"鳥用品",132
"虫類用品",132
"その他",132
"菓子",133
"米",133
"野菜",133
"果物",133
"調味料",133
"魚介類(加工食品)",133
"肉類(加工食品)",133
"その他 加工食品",133
"その他",133
"コーヒー",134
"ソフトドリンク",134
"ミネラルウォーター",134
"茶",134
"ウイスキー",134
"ワイン",134
"ブランデー",134
"焼酎",134
"日本酒",134
"ビール",134
"その他",134
"タオル/バス用品",135
"日用品/生活雑貨",135
"洗剤/柔軟剤",135
"旅行用品",135
"防災関連グッズ",135
"その他",135
"雑貨",136
"工芸品",136
"家具",136
"印刷物",136
"その他",136
"筆記具",137
"ノート/メモ帳",137
"テープ/マスキングテープ",137
"カレンダー/スケジュール",137
"アルバム/スクラップ",137
"ファイル/バインダー",137
"はさみ/カッター",137
"カードホルダー/名刺管理",137
"のり/ホッチキス",137
"その他",137
"オフィス用品一般",138
"オフィス家具",138
"店舗用品",138
"OA機器",138
"ラッピング/包装",138
"その他",138
